survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size
1,2,female,,1,2,1.3157646062571708,C,Second,child,False,,Cherbourg,yes,False,3
1,3,female,,0,0,0.7247555198383135,Q,Third,woman,False,,Queenstown,yes,True,0
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,3,male,,1,0,1.0082644514894146,Q,Third,man,True,,Queenstown,no,False,1
1,3,female,,0,0,0.7167137171037538,Q,Third,woman,False,,Queenstown,yes,True,0
0,3,male,,2,0,1.123744894047978,C,Third,man,True,,Cherbourg,no,False,2
0,3,female,,1,0,1.0575119419733015,S,Third,woman,False,,Southampton,no,False,1
0,3,male,,4,1,1.3031943094564213,S,Third,child,False,,Southampton,no,False,5
0,3,male,,0,0,0.7198493500500933,S,Third,man,True,,Southampton,no,True,0
1,1,female,,1,0,1.4679394012879077,C,First,woman,False,D,Cherbourg,yes,False,1
1,2,female,,1,0,1.1811431408094568,S,Second,woman,False,,Southampton,yes,False,1
0,1,male,,0,1,1.4175020083387477,C,First,man,True,B,Cherbourg,no,False,1
1,1,male,,0,0,1.2724346898795886,S,First,man,True,C,Southampton,yes,True,0
1,2,female,,0,0,0.8550003727983172,S,Second,woman,False,,Southampton,yes,True,0
0,3,male,,0,0,0.6821511350272869,C,Third,man,True,,Cherbourg,no,True,0
1,2,female,,1,2,1.2009389589252126,S,Second,child,False,,Southampton,yes,False,3
0,3,male,,5,2,1.347558126205653,S,Third,child,False,,Southampton,no,False,7
0,3,male,,0,0,0.6821511350272869,C,Third,man,True,,Cherbourg,no,True,0
1,1,female,,0,0,1.4775113193551406,,First,woman,False,B,,yes,True,0
0,1,male,,1,0,1.487167942337791,S,First,man,True,C,Southampton,no,False,1
0,3,male,,3,2,1.2025598131721487,S,Third,child,False,,Southampton,no,False,5
0,1,male,,0,0,1.200622107185067,C,First,man,True,,Cherbourg,no,True,0
1,3,male,,1,1,1.0022130029410488,C,Third,man,True,,Cherbourg,yes,False,2
1,2,female,,0,0,0.8550003727983172,S,Second,woman,False,F,Southampton,yes,True,0
0,3,male,,0,0,0.7414781030742018,S,Third,man,True,,Southampton,no,True,0
1,3,female,,4,2,0.7275593897135163,S,Third,woman,False,,Southampton,yes,False,6
0,3,male,,2,0,0.7696467098992289,S,Third,man,True,,Southampton,no,False,2
0,2,male,,0,0,0.8550003727983172,S,Second,man,True,,Southampton,no,True,0
0,3,female,,5,2,1.347558126205653,S,Third,woman,False,,Southampton,no,False,7
0,2,male,,0,0,1.4579835224658595,S,Second,man,True,,Southampton,no,True,0
0,3,male,,1,0,0.982447329381753,C,Third,man,True,,Cherbourg,no,False,1
1,3,male,,0,0,1.3947996630517119,S,Third,man,True,,Southampton,yes,True,0
0,3,male,,0,0,0.7103511636356576,S,Third,man,True,F,Southampton,no,True,0
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
1,2,male,,0,2,1.214109997913178,S,Second,child,False,,Southampton,yes,False,2
1,3,female,,0,0,0.9257366351835873,S,Third,woman,False,,Southampton,yes,True,0
0,3,male,,0,0,0.7871950081766445,S,Third,man,True,,Southampton,no,True,0
1,3,male,,0,0,0.8115041841791963,S,Third,man,True,,Southampton,yes,True,0
1,3,female,,0,0,0.7190682500507828,Q,Third,woman,False,,Queenstown,yes,True,0
0,1,male,,0,0,1.348663363964096,S,First,man,True,,Southampton,no,True,0
1,2,female,,0,0,0.8550003727983172,S,Second,woman,False,,Southampton,yes,True,0
1,3,female,,3,0,1.0163783905393171,S,Third,woman,False,,Southampton,yes,False,3
0,3,male,,1,3,1.263372079755344,S,Third,man,True,,Southampton,no,False,4
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
1,1,female,,3,2,1.7177816995013306,S,First,woman,False,C,Southampton,yes,False,5
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7232147953552717,S,Third,man,True,,Southampton,no,True,0
0,1,male,,1,0,1.4143322523451096,S,First,man,True,E,Southampton,no,False,1
0,3,male,,1,2,1.1066058371497167,S,Third,man,True,,Southampton,no,False,3
0,3,male,,0,0,0.6836025091934652,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,1,male,,0,0,1.2656563280122788,C,First,man,True,A,Cherbourg,no,True,0
1,1,male,,0,1,1.4228205618372414,C,First,man,True,D,Cherbourg,yes,False,1
1,2,female,,0,1,1.142786806294772,S,Second,woman,False,,Southampton,yes,False,1
0,2,male,,1,0,1.1811431408094568,S,Second,man,True,,Southampton,no,False,1
0,3,female,,0,0,0.7257745575424253,S,Third,woman,False,,Southampton,no,True,0
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
0,1,male,,0,1,1.4696083817983847,S,First,man,True,D,Southampton,no,False,1
0,3,male,,0,0,0.7692026044503422,S,Third,man,True,,Southampton,no,True,0
0,3,male,,2,0,0.7275593897135163,S,Third,man,True,,Southampton,no,False,2
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
1,3,female,,0,0,0.7103511636356576,S,Third,woman,False,,Southampton,yes,True,0
1,3,male,,0,0,0.7182852832050305,S,Third,man,True,,Southampton,yes,True,0
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
1,3,female,,1,0,1.1582275793513523,Q,Third,woman,False,,Queenstown,yes,False,1
0,1,male,,0,0,1.3740303948169557,S,First,man,True,C,Southampton,no,True,0
0,3,female,,1,0,0.982447329381753,C,Third,child,False,,Cherbourg,no,False,1
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,3,female,,1,0,0.8263354583452579,S,Third,woman,False,,Southampton,no,False,1
0,3,female,,0,0,0.9825535071760452,C,Third,woman,False,,Cherbourg,no,True,0
0,3,male,,0,0,0.7275593897135163,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7167137171037538,Q,Third,man,True,,Queenstown,no,True,0
0,2,male,,1,0,1.1133440539599853,S,Second,man,True,,Southampton,no,False,1
0,1,male,,0,1,1.7068358420770366,C,First,man,True,B,Cherbourg,no,False,1
0,3,female,,4,2,1.2362906289100162,S,Third,child,False,,Southampton,no,False,6
0,2,male,,2,0,1.4579835224658595,S,Second,man,True,,Southampton,no,False,2
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,2,male,,1,0,1.2248203564496807,C,Second,man,True,,Cherbourg,no,False,1
1,2,female,,0,0,0.9419387347481111,S,Second,woman,False,E,Southampton,yes,True,0
0,1,male,,0,1,1.4696083817983847,S,First,man,True,D,Southampton,no,False,1
1,3,male,,1,0,0.8836146683936771,C,Third,child,False,,Cherbourg,yes,False,1
0,3,male,,0,0,0.7167137171037538,Q,Third,man,True,,Queenstown,no,True,0
1,3,male,,0,0,0.6759760179787192,S,Third,man,True,,Southampton,yes,True,0
1,3,female,,1,1,1.1337212321134276,C,Third,woman,False,F,Cherbourg,yes,False,2
0,3,male,,0,0,0.6638894817515382,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7257745575424253,C,Third,man,True,,Cherbourg,no,True,0
0,3,male,,0,0,0.6693807925135477,S,Third,man,True,,Southampton,no,True,0
0,3,female,,1,0,0.9836310677952794,S,Third,woman,False,,Southampton,no,False,1
1,2,female,,1,0,1.1811431408094568,S,Second,woman,False,,Southampton,yes,False,1
0,2,male,,0,0,0.9419387347481111,S,Second,man,True,,Southampton,no,True,0
0,2,male,,0,0,0.997354044392193,C,Second,man,True,,Cherbourg,no,True,0
1,1,female,,0,2,1.1844638633915452,S,First,woman,False,D,Southampton,yes,False,2
0,1,male,,1,0,1.3793142890599341,S,First,man,True,C,Southampton,no,False,1
0,3,male,,0,0,0.7979652242750697,S,Third,man,True,,Southampton,no,True,0
0,1,male,,0,0,1.475215149169767,C,First,man,True,B,Cherbourg,no,True,0
0,3,female,,0,2,1.0022130029410488,C,Third,woman,False,,Cherbourg,no,False,2
1,3,female,,0,0,0.7167137171037538,S,Third,woman,False,,Southampton,yes,True,0
1,3,female,,1,0,1.0163783905393171,S,Third,woman,False,,Southampton,yes,False,1
0,3,male,,0,0,0.6468636871290336,Q,Third,man,True,,Queenstown,no,True,0
0,2,male,,0,0,0.8929594767174838,S,Second,man,True,,Southampton,no,True,0
0,2,male,,1,1,1.282082692412074,S,Second,man,True,,Southampton,no,False,2
1,3,male,,0,0,0.7195871082105314,S,Third,man,True,,Southampton,yes,True,0
0,3,female,,2,2,1.263372079755344,S,Third,child,False,,Southampton,no,False,4
0,2,male,,0,2,1.1811431408094568,S,Second,man,True,F,Southampton,no,False,2
0,2,male,,0,0,0.9419387347481111,S,Second,man,True,,Southampton,no,True,0
0,2,male,,0,0,0.9273203402842195,S,Second,man,True,,Southampton,no,True,0
1,1,female,,1,0,1.4347760437962618,S,First,woman,False,C,Southampton,yes,False,1
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,2,0.9836310677952794,S,Third,man,True,,Southampton,no,False,2
0,3,male,,0,0,0.6879261811101046,S,Third,man,True,,Southampton,no,True,0
0,1,male,,0,1,1.4151419919820238,C,First,man,True,,Cherbourg,no,False,1
1,3,female,,0,0,0.7156597012320294,Q,Third,woman,False,,Queenstown,yes,True,0
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7696467098992289,S,Third,man,True,,Southampton,no,True,0
0,3,male,,8,2,1.4450456807820304,S,Third,man,True,,Southampton,no,False,10
0,3,male,,0,1,1.0220261151768755,S,Third,man,True,,Southampton,no,False,1
1,2,female,,0,0,1.0140852287590736,S,Second,woman,False,,Southampton,yes,True,0
0,3,male,,0,0,0.7182852832050305,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7696467098992289,S,Third,man,True,,Southampton,no,True,0
0,3,male,,4,1,1.3031943094564213,S,Third,child,False,,Southampton,no,False,5
1,3,male,,0,2,1.105800940067399,S,Third,child,False,,Southampton,yes,False,2
1,1,female,,0,1,1.3881259789913998,S,First,woman,False,E,Southampton,yes,False,1
0,3,female,,1,4,1.2025598131721487,S,Third,woman,False,,Southampton,no,False,5
0,1,male,,0,0,1.1802560997729137,S,First,man,True,,Southampton,no,True,0
0,3,male,,0,0,1.3947996630517119,S,Third,man,True,,Southampton,no,True,0
0,1,male,,0,0,1.2560562365392032,S,First,man,True,B,Southampton,no,True,0
0,3,male,,4,1,1.2153864932212857,Q,Third,child,False,,Queenstown,no,False,5
1,3,female,,1,1,0.8796021070737157,S,Third,child,False,,Southampton,yes,False,2
0,3,male,,0,0,0.7275593897135163,S,Third,man,True,,Southampton,no,True,0
0,1,male,,0,0,1.2308462091861,C,First,man,True,A,Cherbourg,no,True,0
0,3,male,,1,1,0.7232147953552717,S,Third,man,True,,Southampton,no,False,2
0,3,male,,3,1,1.1747618019638468,S,Third,man,True,,Southampton,no,False,4
0,1,female,,0,0,1.2111467801197453,C,First,woman,False,C,Cherbourg,no,True,0
0,2,male,,0,0,0.9419387347481111,S,Second,man,True,,Southampton,no,True,0
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,0
0,3,female,,8,2,1.4450456807820304,S,Third,woman,False,,Southampton,no,False,10
0,2,male,,0,0,0.997456989493262,C,Second,man,True,,Cherbourg,no,True,0
0,3,male,,4,2,1.237333029611195,S,Third,child,False,,Southampton,no,False,6
1,2,male,,2,1,1.298435801589627,S,Second,child,False,F,Southampton,yes,False,3
1,3,female,,0,2,1.1288757525521482,S,Third,child,False,,Southampton,yes,False,2
0,1,male,,0,0,1.3640546328884455,S,First,man,True,A,Southampton,no,True,0
1,3,female,,1,0,1.0082644514894146,Q,Third,woman,False,,Queenstown,yes,False,1
1,1,male,,0,0,1.1875475700043259,S,First,man,True,,Southampton,yes,True,0
0,3,male,,1,1,1.0082644514894146,Q,Third,man,True,,Queenstown,no,False,2
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
1,2,female,,0,0,0.9419387347481111,S,Second,woman,False,,Southampton,yes,True,0
0,2,male,,0,0,0.9419387347481111,S,Second,man,True,,Southampton,no,True,0
1,3,female,,1,0,0.7232147953552717,S,Third,woman,False,,Southampton,yes,False,1
1,2,male,,1,1,1.1811431408094568,S,Second,child,False,F,Southampton,yes,False,2
1,1,female,,0,0,1.200622107185067,C,First,woman,False,B,Cherbourg,yes,True,0
1,1,female,,0,0,1.6068680928546852,C,First,woman,False,B,Cherbourg,yes,True,0
0,3,male,,0,0,0.7167137171037538,Q,Third,man,True,,Queenstown,no,True,0
0,3,male,,0,1,0.7555263004104897,S,Third,man,True,,Southampton,no,False,1
1,3,female,,0,0,0.7167137171037538,Q,Third,woman,False,,Queenstown,yes,True,0
0,2,female,,0,0,0.9419387347481111,S,Second,woman,False,,Southampton,no,True,0
0,3,male,,0,0,0.8115041841791963,S,Third,man,True,,Southampton,no,True,0
0,3,male,,8,2,1.4450456807820304,S,Third,man,True,,Southampton,no,False,10
0,3,male,,0,0,0.6265563223964096,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.6818573060879378,C,Third,man,True,,Cherbourg,no,True,0
1,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,yes,True,0
0,3,female,,0,1,0.8534776272969357,S,Third,child,False,G,Southampton,no,False,1
0,3,male,,1,0,1.0163783905393171,S,Third,man,True,,Southampton,no,False,1
1,3,male,,0,0,1.0760911663372978,C,Third,man,True,,Cherbourg,yes,True,0
1,3,female,,0,0,0.7167137171037538,Q,Third,woman,False,,Queenstown,yes,True,0
1,1,male,,0,0,1.2337220363428747,C,First,man,True,A,Cherbourg,yes,True,0
0,3,male,,0,0,0.6693807925135477,S,Third,man,True,,Southampton,no,True,0
1,2,female,,0,0,1.1133440539599853,S,Second,woman,False,,Southampton,yes,True,0
0,3,male,,0,0,0.6836025091934652,S,Third,man,True,,Southampton,no,True,0
0,2,male,,0,0,0.9419387347481111,S,Second,man,True,,Southampton,no,True,0
0,3,male,,1,0,0.7167137171037538,Q,Third,man,True,,Queenstown,no,False,1
1,1,female,,1,0,1.5538868276773052,C,First,woman,False,D,Cherbourg,yes,False,1
1,3,female,,0,0,0.7275593897135163,S,Third,woman,False,,Southampton,yes,True,0
0,2,male,,1,0,1.1926601162848087,S,Second,man,True,,Southampton,no,False,1
1,1,female,,0,0,1.4666210633661165,C,First,woman,False,D,Cherbourg,yes,True,0
0,2,male,,0,0,0.8550003727983172,S,Second,man,True,,Southampton,no,True,0
1,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,yes,True,0
0,2,male,,0,0,0.9419387347481111,S,Second,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
1,1,male,,1,0,1.5040351003996315,S,First,man,True,C,Southampton,yes,False,1
0,3,male,,0,0,0.804409600154405,S,Third,man,True,,Southampton,no,True,0
1,2,male,,0,0,0.8550003727983172,S,Second,man,True,,Southampton,yes,True,0
0,3,male,,0,0,0.6836025091934652,S,Third,man,True,,Southampton,no,True,0
0,2,male,,0,0,0.9419387347481111,S,Second,man,True,,Southampton,no,True,0
0,3,female,,3,1,1.1747618019638468,S,Third,woman,False,,Southampton,no,False,4
1,1,female,,1,0,1.487167942337791,S,First,woman,False,C,Southampton,yes,False,1
0,3,male,,0,0,0.7182852832050305,S,Third,man,True,,Southampton,no,True,0
0,2,male,,0,0,0.956545404708534,S,Second,man,True,,Southampton,no,True,0
1,3,female,,4,2,1.237333029611195,S,Third,child,False,,Southampton,yes,False,6
0,2,male,,0,0,0.8550003727983172,S,Second,man,True,,Southampton,no,True,0
0,3,female,,0,0,0.7038633385188673,S,Third,woman,False,,Southampton,no,True,0
0,2,male,,1,0,1.1811431408094568,S,Second,man,True,,Southampton,no,False,1
1,2,female,,0,2,1.1840759652374804,S,Second,child,False,,Southampton,yes,False,2
0,2,male,,0,0,0.8550003727983172,S,Second,man,True,,Southampton,no,True,0
0,2,male,,0,0,0.919312032617289,S,Second,man,True,,Southampton,no,True,0
0,3,female,,1,0,0.982447329381753,C,Third,woman,False,,Cherbourg,no,False,1
1,3,female,,1,0,1.0082644514894146,Q,Third,woman,False,,Queenstown,yes,False,1
0,2,male,,0,0,0.8550003727983172,S,Second,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.6747844764155648,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.6818573060879378,C,Third,man,True,,Cherbourg,no,True,0
0,1,male,,2,0,1.5040351003996315,Q,First,man,True,C,Queenstown,no,False,2
0,3,female,,0,0,0.7182852832050305,S,Third,woman,False,,Southampton,no,True,0
1,2,female,,0,2,0.9836310677952794,S,Second,woman,False,,Southampton,yes,False,2
1,1,male,,1,1,1.376709830401531,S,First,man,True,D,Southampton,yes,False,2
0,2,male,,1,0,1.1811431408094568,S,Second,man,True,,Southampton,no,False,1
0,3,male,,0,0,0.6836025091934652,S,Third,man,True,,Southampton,no,True,0
0,3,female,,1,1,0.8534776272969357,S,Third,woman,False,G,Southampton,no,False,2
0,1,male,,0,0,1.1875475700043259,S,First,man,True,C,Southampton,no,True,0
0,3,male,,1,0,1.0220261151768755,S,Third,man,True,,Southampton,no,False,1
0,3,female,,0,2,1.1007104941956125,S,Third,woman,False,,Southampton,no,False,2
1,3,female,,0,2,1.0022130029410488,C,Third,woman,False,,Cherbourg,yes,False,2
1,1,female,,0,0,1.475215149169767,C,First,woman,False,,Cherbourg,yes,True,0
1,1,female,,0,0,1.4951811453144472,S,First,woman,False,B,Southampton,yes,True,0
1,1,female,,0,0,1.8308146858628092,C,First,woman,False,,Cherbourg,yes,True,0
1,2,female,,0,1,1.1811431408094568,S,Second,woman,False,,Southampton,yes,False,1
0,3,male,,0,0,0.7167137171037538,Q,Third,man,True,,Queenstown,no,True,0
1,3,male,,4,2,1.237333029611195,S,Third,child,False,,Southampton,yes,False,6
0,1,male,,1,1,1.476510231563201,S,First,man,True,E,Southampton,no,False,2
0,1,male,,0,0,,S,First,man,True,B,Southampton,no,True,0
0,3,female,,0,0,0.7167137171037538,Q,Third,woman,False,,Queenstown,no,True,0
0,2,male,,0,0,0.8550003727983172,S,Second,man,True,,Southampton,no,True,0
0,3,male,,4,1,1.3031943094564213,S,Third,man,True,,Southampton,no,False,5
1,3,male,,1,0,0.7182852832050305,S,Third,man,True,,Southampton,yes,False,1
1,1,female,,0,1,1.6161068729023933,S,First,woman,False,C,Southampton,yes,False,1
1,1,female,,0,0,1.5912647606194503,S,First,woman,False,C,Southampton,yes,True,0
0,1,male,,0,0,1.2337220363428747,S,First,man,True,,Southampton,no,True,0
1,3,male,,0,0,,S,Third,man,True,,Southampton,yes,True,0
1,2,female,,0,1,1.0887014937751844,S,Second,woman,False,,Southampton,yes,False,1
0,1,male,,0,1,1.221168225756457,C,First,man,True,C,Cherbourg,no,False,1
1,3,female,,0,0,0.7167137171037538,Q,Third,woman,False,,Queenstown,yes,True,0
1,1,female,,1,0,1.4715941648662543,S,First,woman,False,D,Southampton,yes,False,1
0,3,female,,0,0,0.7167137171037538,S,Third,woman,False,,Southampton,no,True,0
0,2,male,,0,0,,S,Second,man,True,,Southampton,no,True,0
0,3,male,,4,1,1.2153864932212857,Q,Third,child,False,,Queenstown,no,False,5
1,3,female,,1,1,1.1013268653860637,S,Third,woman,False,,Southampton,yes,False,2
0,3,male,,0,0,0.7167137171037538,Q,Third,man,True,,Queenstown,no,True,0
0,3,male,,0,0,0.7232147953552717,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.8115041841791963,S,Third,man,True,,Southampton,no,True,0
1,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,yes,True,0
0,1,male,,0,0,1.1811431408094568,S,First,man,True,A,Southampton,no,True,0
0,3,male,,0,0,0.7696467098992289,C,Third,man,True,,Cherbourg,no,True,0
1,3,male,,0,0,0.8115041841791963,S,Third,man,True,,Southampton,yes,True,0
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
1,2,male,,0,0,0.9419387347481111,S,Second,man,True,,Southampton,yes,True,0
1,3,female,,0,0,0.7167137171037538,Q,Third,woman,False,,Queenstown,yes,True,0
1,1,female,,0,0,1.4742015960318615,S,First,woman,False,,Southampton,yes,True,0
1,1,female,,1,0,1.5066805517752462,C,First,woman,False,B,Cherbourg,yes,False,1
0,2,male,,0,0,0.9381647208696149,C,Second,man,True,D,Cherbourg,no,True,0
0,3,female,,0,0,0.779516353431406,S,Third,woman,False,,Southampton,no,True,0
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
0,1,male,,0,0,1.200622107185067,C,First,man,True,,Cherbourg,no,True,0
0,3,male,,0,0,0.6821511350272869,C,Third,man,True,,Cherbourg,no,True,0
0,1,female,,1,2,1.6136123082086142,S,First,child,False,C,Southampton,no,False,3
1,1,male,,0,0,1.2289756176615296,S,First,man,True,C,Southampton,yes,True,0
1,1,female,,0,1,1.7068358420770366,C,First,woman,False,B,Cherbourg,yes,False,1
1,3,female,,0,0,0.7167137171037538,Q,Third,woman,False,,Queenstown,yes,True,0
1,3,male,,2,0,1.1462287904075013,Q,Third,man,True,,Queenstown,yes,False,2
0,3,male,,0,0,,S,Third,man,True,,Southampton,no,True,0
1,2,female,,0,0,0.9217382921668895,Q,Second,woman,False,E,Queenstown,yes,True,0
0,3,male,,0,0,0.7350911493182706,S,Third,man,True,,Southampton,no,True,0
1,1,male,,1,2,1.6136123082086142,S,First,child,False,C,Southampton,yes,False,3
1,1,female,,0,0,1.5493647766132945,C,First,woman,False,,Cherbourg,yes,True,0
1,1,female,,1,0,1.5455242690733737,C,First,woman,False,C,Cherbourg,yes,False,1
0,2,male,,1,0,1.1562690064065475,C,Second,man,True,,Cherbourg,no,False,1
1,1,female,,0,0,1.3966922132361397,C,First,woman,False,E,Cherbourg,yes,True,0
1,1,female,,0,0,1.4863084647117297,C,First,woman,False,C,Cherbourg,yes,True,0
1,1,female,,2,2,1.7173546183175181,C,First,woman,False,B,Cherbourg,yes,False,4
0,2,female,,1,1,1.1811431408094568,S,Second,woman,False,,Southampton,no,False,2
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
0,2,male,,1,1,1.1840759652374804,S,Second,man,True,,Southampton,no,False,2
1,3,female,,0,0,0.7232147953552717,S,Third,woman,False,,Southampton,yes,True,0
1,2,female,,1,0,1.1811431408094568,S,Second,woman,False,,Southampton,yes,False,1
0,2,male,,0,0,0.9704217812773649,S,Second,man,True,,Southampton,no,True,0
1,1,female,,0,2,1.6302473403056181,S,First,woman,False,C,Southampton,yes,False,2
1,1,female,,1,1,1.5895543784696107,C,First,woman,False,E,Cherbourg,yes,False,2
0,3,male,,0,0,0.6836025091934652,S,Third,man,True,,Southampton,no,True,0
0,3,male,,0,0,0.7257745575424253,S,Third,man,True,,Southampton,no,True,0
1,2,female,,0,0,0.9217382921668895,Q,Second,woman,False,,Queenstown,yes,True,0
1,2,female,,1,1,1.214109997913178,S,Second,woman,False,,Southampton,yes,False,2
0,3,male,,8,2,1.4450456807820304,S,Third,man,True,,Southampton,no,False,10
1,1,female,,0,0,1.5912647606194503,C,First,woman,False,C,Cherbourg,yes,True,0
0,3,male,,0,0,0.6046325621293717,S,Third,man,True,,Southampton,no,True,0
1,2,female,,0,0,0.9419387347481111,S,Second,woman,False,D,Southampton,yes,True,0
1,3,female,,1,1,1.105800940067399,S,Third,woman,False,,Southampton,yes,False,2
1,1,female,,0,1,1.4012037432346474,C,First,woman,False,B,Cherbourg,yes,False,1
